danceability,energy,valence
0.535,0.379,0.385
0.467,0.785,0.693
0.506,0.724,0.0697
0.696,0.458,0.435
0.881,0.591,0.879
0.366,0.839,0.378
0.482,0.381,0.42
0.619,0.54,0.212
0.582,0.783,0.442
0.649,0.484,0.165
0.773,0.57,0.765
0.529,0.664,0.461
0.448,0.814,0.523
0.62,0.539,0.582
0.685,0.856,0.719
0.592,0.428,0.709
0.32,0.94,0.0724
0.84,0.49,0.737
0.583,0.619,0.804
0.654,0.7,0.643
0.567,0.94,0.559
0.668,0.726,0.583
0.443,0.984,0.484
0.781,0.75,0.644
0.58,0.972,0.926
0.37,0.363,0.208
0.613,0.769,0.899
0.595,0.552,0.237
0.675,0.629,0.762
0.563,0.222,0.521
0.363,0.834,0.275
0.563,0.433,0.349
0.615,0.358,0.432
0.572,0.638,0.239
0.645,0.796,0.745
0.6,0.428,0.438
0.593,0.651,0.323
0.804,0.817,0.537
0.835,0.612,0.689
0.576,0.733,0.853
0.312,0.994,0.409
0.596,0.857,0.614
0.636,0.55,0.535
0.667,0.786,0.766
0.764,0.805,0.646
0.54,0.502,0.374
0.607,0.522,0.887
0.781,0.504,0.966
0.39,0.208,0.0546
0.663,0.439,0.965
0.276,0.937,0.339
0.425,0.838,0.239
0.383,0.901,0.622
0.484,0.771,0.364
0.764,0.72,0.515
0.447,0.87,0.512
0.69,0.803,0.602
0.876,0.772,0.953
0.6,0.872,0.823
0.576,0.599,0.415
0.413,0.958,0.428
0.779,0.458,0.806
0.509,0.358,0.68
0.621,0.727,0.69
0.531,0.765,0.452
0.611,0.44,0.424
0.508,0.911,0.553
0.705,0.651,0.927
0.85,0.705,0.839
0.804,0.711,0.763
0.571,0.753,0.384
0.757,0.655,0.917
0.757,0.931,0.724
0.787,0.559,0.52
0.281,0.786,0.441
0.461,0.818,0.721
0.394,0.817,0.622
0.853,0.342,0.771
0.266,0.668,0.324
0.489,0.941,0.38
0.161,0.56,0.3
0.587,0.701,0.273
0.437,0.467,0.495
0.573,0.916,0.871
0.391,0.889,0.399
0.69,0.75,0.905
0.454,0.749,0.374
0.494,0.99,0.657
0.343,0.683,0.295
0.855,0.602,0.809
0.395,0.667,0.322
0.716,0.951,0.703
0.341,0.508,0.626
0.407,0.378,0.118
0.358,0.879,0.335
0.481,0.982,0.0915
0.61,0.833,0.905
0.436,0.965,0.484
0.357,0.533,0.361
0.682,0.858,0.909
0.244,0.916,0.379
0.566,0.88,0.464
0.299,0.648,0.404
0.816,0.493,0.706
0.346,0.262,0.0735
0.586,0.514,0.524
0.246,0.503,0.187
0.656,0.781,0.478
0.503,0.688,0.273
0.645,0.188,0.0748
0.298,0.904,0.622
0.925,0.728,0.667
0.464,0.241,0.416
0.506,0.99,0.479
0.472,0.672,0.227
0.435,0.91,0.308
0.581,0.576,0.861
0.424,0.847,0.607
0.326,0.974,0.698
0.735,0.839,0.834
0.382,0.978,0.577
0.42,0.949,0.594
0.402,0.761,0.942
0.638,0.738,0.513
0.652,0.675,0.815
0.441,0.112,0.284
0.344,0.9,0.831
0.552,0.791,0.698
0.186,0.968,0.637
0.557,0.385,0.148
0.267,0.916,0.322
0.429,0.964,0.525
0.435,0.859,0.702
0.511,0.888,0.385
0.359,0.837,0.529
0.8,0.619,0.75
0.897,0.482,0.7
0.771,0.693,0.525
0.496,0.737,0.786
0.316,0.596,0.563
0.294,0.899,0.433
0.528,0.745,0.784
0.246,0.965,0.6
0.773,0.813,0.707
0.532,0.84,0.755
0.606,0.702,0.632
0.54,0.861,0.323
0.466,0.168,0.0386
0.346,0.958,0.506
0.441,0.938,0.391
0.486,0.902,0.837
0.609,0.917,0.67
0.174,0.939,0.578
0.407,0.969,0.647
0.183,0.952,0.559
0.802,0.81,0.648
0.453,0.947,0.282
0.389,0.612,0.16
0.397,0.993,0.317
0.0629,0.0718,0.0324
0.285,0.945,0.513
0.499,0.857,0.324
0.553,0.539,0.287
0.633,0.689,0.784
0.713,0.81,0.354
0.461,0.686,0.415
0.775,0.611,0.533
0.371,0.843,0.599
0.498,0.728,0.642
0.644,0.507,0.46
0.819,0.699,0.685
0.719,0.62,0.588
0.75,0.864,0.715
0.752,0.695,0.6
0.795,0.708,0.523
0.373,0.278,0.207
0.788,0.764,0.143
0.207,0.256,0.0905
0.44,0.865,0.63
0.605,0.315,0.441
0.759,0.926,0.642
0.656,0.468,0.921
0.794,0.624,0.429
0.188,0.0776,0.0506
0.673,0.916,0.246
0.389,0.71,0.34
0.764,0.824,0.374
0.762,0.599,0.873
0.775,0.437,0.511
0.214,0.955,0.393
0.777,0.623,0.35
0.54,0.556,0.386
0.657,0.969,0.421
0.459,0.891,0.588
0.622,0.506,0.234
0.525,0.904,0.629
0.646,0.921,0.733
0.437,0.995,0.0563
0.802,0.732,0.73
0.569,0.793,0.687
0.812,0.889,0.448
0.427,0.959,0.564
0.516,0.911,0.359
0.606,0.344,0.517
0.812,0.495,0.406
0.262,0.539,0.436
0.759,0.651,0.505
0.663,0.487,0.501
0.806,0.724,0.051
0.581,0.81,0.918
0.705,0.448,0.318
0.556,0.446,0.307
0.763,0.545,0.15
0.71,0.905,0.817
0.826,0.706,0.242
0.504,0.961,0.36
0.734,0.91,0.774
0.708,0.892,0.623
0.886,0.894,0.425
0.739,0.836,0.858
0.985,0.725,0.591
0.823,0.754,0.602
0.908,0.798,0.39
0.432,0.486,0.363
0.836,0.811,0.488
0.573,0.667,0.258
0.687,0.715,0.374
0.698,0.703,0.662
0.684,0.817,0.676
0.633,0.649,0.488
0.797,0.404,0.564
0.64,0.873,0.573
0.766,0.715,0.205
0.681,0.399,0.787
0.693,0.828,0.126
0.486,0.475,0.457
0.856,0.387,0.188
0.472,0.532,0.394
0.706,0.878,0.676
0.612,0.846,0.797
0.741,0.769,0.684
0.488,0.478,0.371
0.574,0.26,0.172
0.319,0.173,0.203
0.565,0.713,0.739
0.495,0.555,0.342
0.498,0.776,0.64
0.921,0.266,0.761
0.861,0.634,0.63
0.362,0.532,0.251
0.703,0.791,0.701
0.341,0.527,0.141
0.745,0.56,0.358
0.61,0.684,0.619
0.794,0.658,0.674
0.639,0.43,0.39
0.719,0.452,0.744
0.27,0.922,0.636
0.293,0.201,0.333
0.733,0.611,0.22
0.938,0.695,0.508
0.534,0.701,0.671
0.634,0.771,0.649
0.233,0.982,0.181
0.641,0.888,0.743
0.35,0.411,0.163
0.289,0.604,0.272
0.446,0.119,0.227
0.824,0.619,0.335
0.473,0.874,0.444
0.687,0.533,0.1
0.627,0.469,0.367
0.683,0.656,0.53
0.472,0.909,0.278
0.538,0.218,0.106
0.487,0.835,0.311
0.531,0.906,0.494
0.515,0.984,0.376
0.589,0.414,0.648
0.694,0.651,0.704
0.521,0.961,0.188
0.776,0.88,0.96
0.466,0.745,0.256
0.611,0.793,0.824
0.535,0.81,0.437
0.853,0.435,0.652
0.687,0.429,0.578
0.401,0.98,0.317
0.454,0.864,0.133
0.67,0.626,0.205
0.519,0.779,0.234
0.777,0.512,0.692
0.57,0.778,0.764
0.356,0.966,0.215
0.842,0.576,0.794
0.624,0.473,0.46
0.516,0.942,0.472
0.667,0.859,0.865
0.509,0.54,0.186
0.561,0.316,0.617
0.526,0.469,0.0355
0.658,0.57,0.962
0.458,0.928,0.746
0.318,0.91,0.365
0.421,0.723,0.443
0.606,0.353,0.179
0.628,0.973,0.159
0.501,0.541,0.407
0.898,0.887,0.156
0.484,0.936,0.811
0.667,0.535,0.444
0.609,0.844,0.433
0.649,0.998,0.0643
0.463,0.368,0.75
0.541,0.981,0.19
0.573,0.856,0.687
0.708,0.923,0.585
0.788,0.773,0.584
0.597,0.82,0.0808
0.539,0.903,0.693
0.678,0.981,0.874
0.771,0.377,0.367
0.726,0.689,0.619
0.714,0.801,0.658
0.823,0.46,0.846
0.529,0.984,0.696
0.593,0.938,0.64
0.693,0.795,0.752
0.605,0.893,0.367
0.558,0.867,0.72
0.825,0.999,0.0409
0.725,0.662,0.814
0.661,0.694,0.364
0.539,0.838,0.185
0.496,0.983,0.11
0.534,0.536,0.306
0.918,0.788,0.296
0.532,0.597,0.666
0.626,0.348,0.239
0.799,0.556,0.892
0.515,0.419,0.151
0.637,0.916,0.506
0.561,0.418,0.14
0.681,0.866,0.885
0.36,0.798,0.317
0.445,0.851,0.404
0.571,0.856,0.0575
0.69,0.805,0.799
0.487,0.979,0.417
0.64,0.912,0.446
0.633,0.768,0.907
0.565,0.931,0.592
0.548,0.835,0.18
0.609,0.807,0.203
0.543,0.423,0.301
0.805,0.545,0.965
0.688,0.547,0.633
0.767,0.622,0.763
0.468,0.989,0.115
0.471,0.484,0.236
0.473,0.645,0.494
0.741,0.854,0.963
0.831,0.908,0.898
0.801,0.674,0.875
0.686,0.695,0.586
0.533,0.783,0.702
0.799,0.503,0.793
0.629,0.737,0.341
0.801,0.588,0.74
0.898,0.672,0.882
0.815,0.506,0.167
0.544,0.73,0.678
0.512,0.921,0.454
0.532,0.38,0.409
0.75,0.901,0.463
0.369,0.868,0.76
0.8,0.952,0.24
0.532,0.509,0.279
0.471,0.749,0.42
0.693,0.947,0.91
0.743,0.604,0.702
0.756,0.903,0.663
0.523,0.969,0.531
0.202,0.733,0.0728
0.711,0.726,0.856
0.359,0.779,0.582
0.693,0.932,0.153
0.579,0.809,0.258
0.659,1,0.0255
0.782,0.455,0.585
0.566,0.983,0.167
0.572,0.969,0.568
0.743,0.751,0.195
0.612,0.666,0.788
0.653,0.677,0.444
0.641,0.724,0.748
0.662,0.818,0.734
0.28,0.911,0.607
0.579,0.462,0.412
0.707,0.885,0.405
0.715,0.962,0.551
0.516,0.26,0.338
0.848,0.551,0.583
0.664,0.898,0.917
0.819,0.769,0.931
0.602,0.52,0.523
0.781,0.563,0.967
0.578,0.438,0.79
0.663,0.897,0.204
0.797,0.659,0.25
0.489,0.976,0.142
0.71,0.674,0.7
0.547,0.972,0.161
0.769,0.793,0.915
0.576,0.994,0.138
0.559,0.939,0.824
0.692,0.969,0.34
0.711,0.945,0.577
0.557,0.855,0.369
0.484,0.953,0.526
0.581,0.528,0.206
0.471,0.954,0.449
0.671,0.325,0.332
0.689,0.793,0.506
0.391,0.891,0.629
0.755,0.901,0.959
0.642,0.963,0.73
0.581,0.959,0.731
0.741,0.553,0.508
0.574,0.481,0.228
0.281,0.923,0.0719
0.329,0.0102,0.0684
0.944,0.418,0.575
0.539,0.521,0.127
0.862,0.392,0.714
0.329,0.993,0.378
0.505,0.862,0.413
0.775,0.451,0.559
0.798,0.907,0.892
0.62,0.746,0.191
0.719,0.937,0.511
0.724,0.907,0.962
0.317,0.766,0.0957
0.643,0.679,0.545
0.676,0.932,0.503
0.262,0.993,0.279
0.805,0.947,0.806
0.78,0.657,0.788
0.644,0.326,0.407
0.474,0.663,0.141
0.616,0.852,0.592
0.422,0.351,0.168
0.791,0.544,0.41
0.576,0.347,0.85
0.729,0.855,0.861
0.6,0.889,0.647
0.385,0.966,0.607
0.791,0.675,0.698
0.705,0.589,0.664
0.58,0.914,0.828
0.678,0.856,0.33
0.551,0.557,0.93
0.425,0.917,0.725
0.819,0.825,0.939
0.591,0.648,0.116
0.427,0.388,0.139
0.414,0.849,0.593
0.675,0.978,0.32
0.628,0.643,0.389
0.277,0.182,0.0357
0.624,0.655,0.901
0.727,0.542,0.558
0.598,0.402,0.225
0.658,0.856,0.376
0.627,0.822,0.538
0.483,0.825,0.346
0.387,0.828,0.306
0.759,0.765,0.753
0.833,0.624,0.958
0.165,0.189,0.0326
0.64,0.957,0.692
0.727,0.717,0.264
0.807,0.676,0.928
0.187,0.0173,0.0389
0.548,0.647,0.356
0.58,0.501,0.039
0.429,0.889,0.735
0.243,0.726,0.56
0.663,0.91,0.342
0.398,0.15,0.135
0.663,0.756,0.804
0.57,0.896,0.0397
0.389,0.117,0.106
0.406,0.535,0.797
0.659,0.664,0.708
0.675,0.983,0.53
0.79,0.731,0.938
0.263,0.066,0.0674
0.283,0.957,0.431
0.236,0.294,0.0439
0.879,0.47,0.514
0.148,0.061,0.0347
0.48,0.814,0.892
0.807,0.421,0.0566
0.702,0.673,0.755
0.786,0.669,0.183
0.717,0.46,0.0961
0.57,0.856,0.696
0.856,0.663,0.465
0.267,0.121,0.0344
0.45,0.393,0.138
0.136,0.0844,0.0322
0.151,0.125,0.29
0.762,0.869,0.405
0.879,0.832,0.848
0.801,0.783,0.0355
0.704,0.657,0.515
0.418,0.513,0.311
0.445,0.968,0.629
0.642,0.609,0.678
0.476,0.659,0.492
0.775,0.91,0.962
0.537,0.572,0.126
0.494,0.457,0.483
0.515,0.934,0.894
0.381,0.431,0.371
0.54,0.382,0.94
0.124,0.475,0.458
0.396,0.898,0.352
0.309,0.107,0.0766
0.578,0.969,0.684
0.616,0.94,0.0391
0.418,0.392,0.174
0.243,0.0563,0.0376
0.388,0.559,0.375
0.384,0.0298,0.0768
0.482,0.873,0.441
0.139,0.0375,0.0339
0.659,0.395,0.342
0.275,0.363,0.291
0.567,0.457,0.311
0.613,0.885,0.929
0.803,0.684,0.961
0.595,0.737,0.866
0.771,0.458,0.707
0.802,0.659,0.12
0.74,0.806,0.896
0.789,0.74,0.0376
0.567,0.707,0.751
0.887,0.788,0.0754
0.47,0.886,0.119
0.392,0.814,0.302
0.607,0.853,0.389
0.485,0.781,0.458
0.849,0.628,0.942
0.209,0.689,0.191
0.741,0.867,0.561
0.632,0.579,0.266
0.801,0.643,0.568
0.545,0.661,0.393
0.606,0.422,0.55
0.46,0.664,0.58
0.811,0.678,0.426
0.85,0.909,0.642
0.609,0.772,0.573
0.881,0.699,0.901
0.286,0.947,0.326
0.467,0.329,0.241
0.835,0.805,0.891
0.75,0.721,0.754
0.607,0.807,0.565
0.737,0.833,0.965
0.498,0.507,0.289
0.737,0.833,0.965
0.391,0.719,0.13
0.703,0.67,0.706
0.792,0.803,0.881
0.614,0.268,0.795
0.734,0.735,0.883
0.467,0.329,0.241
0.598,0.244,0.225
0.75,0.721,0.754
0.682,0.625,0.524
0.315,0.186,0.0367
0.542,0.694,0.343
0.554,0.852,0.505
0.67,0.483,0.547
0.158,0.0941,0.0292
0.526,0.923,0.775
0.297,0.34,0.129
0.913,0.671,0.867
0.899,0.792,0.799
0.264,0.377,0.0621
0.444,0.438,0.37
0.0892,0.0787,0.0286
0.357,0.269,0.0847
0.697,0.298,0.561
0.866,0.942,0.6
0.402,0.741,0.356
0.707,0.711,0.704
0.334,0.783,0.308
0.326,0.396,0.411
0.272,0.831,0.45
0.683,0.643,0.659
0.455,0.649,0.0719
0.703,0.809,0.649
0.833,0.325,0.864
0.474,0.629,0.359
0.679,0.628,0.975
0.791,0.767,0.307
0.479,0.29,0.374
0.658,0.824,0.829
0.615,0.475,0.428
0.689,0.785,0.498
0.683,0.897,0.659
0.567,0.558,0.704
0.614,0.562,0.815
0.249,0.646,0.0823
0.412,0.833,0.669
0.295,0.529,0.462
0.426,0.975,0.273
0.627,0.557,0.138
0.459,0.946,0.241
0.564,0.672,0.666
0.508,0.882,0.108
0.345,0.478,0.293
0.621,0.888,0.651
0.612,0.984,0.754
0.918,0.753,0.859
0.781,0.941,0.307
0.588,0.734,0.51
0.792,0.948,0.227
0.573,0.656,0.668
0.409,0.474,0.353
0.486,0.892,0.496
0.682,0.944,0.108
0.487,0.938,0.733
0.687,0.987,0.251
0.519,0.524,0.357
0.197,0.0935,0.0369
0.505,0.965,0.349
0.612,0.305,0.606
0.209,0.872,0.294
0.668,0.236,0.405
0.863,0.656,0.622
0.59,0.536,0.19
0.775,0.829,0.836
0.295,0.102,0.0457
0.481,0.926,0.523
0.145,0.296,0.0328
0.343,0.963,0.55
0.662,0.931,0.216
0.512,0.138,0.195
0.703,0.68,0.6
0.763,0.758,0.515
0.702,0.891,0.825
0.782,0.569,0.742
0.905,0.535,0.561
0.216,0.398,0.214
0.46,0.81,0.909
0.317,0.856,0.699
0.685,0.818,0.864
0.654,0.306,0.972
0.803,0.503,0.272
0.48,0.751,0.789
0.735,0.862,0.96
0.736,0.848,0.69
0.794,0.722,0.438
0.496,0.731,0.296
0.667,0.778,0.533
0.727,0.696,0.467
0.707,0.719,0.93
0.528,0.923,0.267
0.803,0.594,0.844
0.628,0.559,0.476
0.302,0.685,0.0668
0.556,0.757,0.547
0.662,0.72,0.0789
0.505,0.767,0.0552
0.42,0.788,0.242
0.457,0.595,0.199
0.31,0.13,0.0809
0.686,0.822,0.801
0.414,0.487,0.146
0.625,0.632,0.344
0.837,0.644,0.628
0.393,0.658,0.325
0.23,0.0498,0.0693
0.633,0.368,0.165
0.479,0.372,0.272
0.64,0.8,0.552
0.566,0.719,0.448
0.518,0.563,0.282
0.411,0.468,0.179
0.712,0.638,0.637
0.191,0.917,0.362
0.581,0.319,0.289
0.612,0.568,0.23
0.379,0.331,0.408
0.472,0.908,0.198
0.506,0.969,0.181
0.558,0.689,0.546
0.692,0.594,0.486
0.224,0.493,0.0739
0.679,0.677,0.587
0.682,0.795,0.78
0.65,0.913,0.0982
0.785,0.566,0.611
0.777,0.816,0.179
0.691,0.96,0.645
0.75,0.626,0.896
0.619,0.697,0.759
0.516,0.876,0.845
0.644,0.801,0.764
0.656,0.494,0.238
0.472,0.55,0.395
0.7,0.913,0.873
0.554,0.384,0.7
0.801,0.626,0.141
0.111,0.116,0.0502
0.49,0.996,0.54
0.785,0.692,0.944
0.554,0.549,0.0777
0.413,0.988,0.642
0.581,0.319,0.289
0.545,0.698,0.407
0.379,0.331,0.408
0.707,0.653,0.64
0.506,0.969,0.181
0.798,0.345,0.486
0.692,0.594,0.486
0.79,0.44,0.787
0.737,0.743,0.967
0.621,0.967,0.315
0.498,0.854,0.517
0.663,0.553,0.504
0.694,0.641,0.784
0.814,0.295,0.575
0.552,0.731,0.52
0.491,0.481,0.0546
0.701,0.852,0.864
0.873,0.869,0.798
0.638,0.601,0.442
0.515,0.938,0.924
0.654,0.79,0.848
0.628,0.57,0.649
0.803,0.727,0.502
0.459,0.624,0.352
0.602,0.226,0.443
0.724,0.951,0.593
0.671,0.729,0.686
0.171,0.0115,0.083
0.655,0.595,0.695
0.544,0.738,0.375
0.0939,0.5,0.0404
0.801,0.57,0.565
0.662,0.308,0.116
0.555,0.496,0.543
0.637,0.842,0.559
0.356,0.611,0.393
0.585,0.881,0.644
0.77,0.759,0.972
0.425,0.522,0.265
0.232,0.11,0.0605
0.554,0.97,0.166
0.581,0.888,0.629
0.612,0.627,0.502
0.566,0.681,0.728
0.545,0.216,0.315
0.109,0.501,0.0625
0.526,0.674,0.417
0.732,0.678,0.0611
0.222,0.511,0.24
0.754,0.65,0.924
0.602,0.71,0.558
0.209,0.0314,0.0983
0.335,0.568,0.222
0.415,0.806,0.0931
0.635,0.442,0.342
0.378,0.154,0.251
0.625,0.827,0.823
0.666,0.873,0.945
0.78,0.423,0.271
0.42,0.969,0.182
0.549,0.467,0.57
0.684,0.622,0.368
0.79,0.496,0.356
0.505,0.474,0.234
0.636,0.759,0.18
0.228,0.872,0.278
0.362,0.347,0.0249
0.894,0.569,0.827
0.407,0.927,0.0387
0.691,0.805,0.866
0.529,0.871,0.236
0.52,0.992,0.38
0.574,0.669,0.345
0.637,0.706,0.858
0.8,0.842,0.42
0.534,0.807,0.964
0.653,0.71,0.72
0.366,0.482,0.278
0.542,0.385,0.239
0.638,0.832,0.648
0.601,0.588,0.475
0.774,0.817,0.834
0.747,0.318,0.603
0.646,0.679,0.686
0.43,0.52,0.464
0.68,0.533,0.412
0.733,0.628,0.844
0.44,0.843,0.237
0.829,0.854,0.52
0.601,0.63,0.672
0.708,0.473,0.195
0.618,0.413,0.462
0.819,0.883,0.42
0.682,0.934,0.484
0.608,0.527,0.685
0.47,0.527,0.43
0.59,0.868,0.719
0.662,0.709,0.907
0.405,0.575,0.213
0.735,0.859,0.695
0.498,0.754,0.393
0.165,0.0436,0.0381
0.775,0.659,0.209
0.794,0.636,0.304
0.425,0.731,0.589
0.735,0.803,0.737
0.639,0.497,0.101
0.179,0.167,0.0399
0.239,0.55,0.0497
0.45,0.849,0.161
0.846,0.631,0.37
0.536,0.378,0.558
0.805,0.233,0.89
0.571,0.824,0.242
0.603,0.659,0.653
0.513,0.775,0.205
0.647,0.353,0.564
0.513,0.662,0.261
0.546,0.525,0.37
0.438,0.95,0.408
0.633,0.738,0.439
0.534,0.925,0.557
0.79,0.865,0.0595
0.715,0.745,0.687
0.666,0.513,0.353
0.834,0.64,0.934
0.562,0.77,0.273
0.522,0.725,0.809
0.599,0.841,0.539
0.398,0.848,0.411
0.79,0.543,0.457
0.824,0.657,0.82
0.606,0.78,0.728
0.536,0.521,0.455
0.67,0.889,0.968
0.695,0.723,0.679
0.613,0.435,0.339
0.653,0.85,0.496
0.534,0.948,0.0677
0.636,0.466,0.296
0.395,0.348,0.108
0.47,0.778,0.448
0.523,0.954,0.181
0.6,0.939,0.833
0.482,0.986,0.297
0.496,0.28,0.297
0.516,0.439,0.292
0.41,0.959,0.523
0.447,0.585,0.415
0.623,0.17,0.434
0.624,0.655,0.901
0.474,0.0118,0.0656
0.814,0.959,0.659
0.663,0.879,0.752
0.671,0.78,0.748
0.529,0.27,0.227
0.68,0.749,0.961
0.66,0.522,0.524
0.688,0.89,0.227
0.662,0.29,0.283
0.743,0.759,0.74
0.207,0.977,0.42
0.866,0.283,0.691
0.557,0.979,0.229
0.79,0.924,0.467
0.686,0.816,0.871
0.748,0.923,0.327
0.712,0.887,0.63
0.583,0.153,0.352
0.802,0.369,0.494
0.792,0.833,0.293
0.204,0.157,0.0668
0.904,0.72,0.696
0.677,0.743,0.469
0.792,0.847,0.505
0.487,0.81,0.702
0.773,0.959,0.979
0.496,0.506,0.793
0.572,0.716,0.416
0.42,0.914,0.301
0.519,0.944,0.215
0.559,0.967,0.806
0.663,0.663,0.919
0.765,0.725,0.674
0.662,0.751,0.844
0.465,0.854,0.199
0.353,0.953,0.545
0.355,0.536,0.265
0.814,0.701,0.786
0.388,0.00606,0.251
0.32,0.426,0.49
0.944,0.874,0.836
0.66,0.801,0.703
0.439,0.915,0.34
0.783,0.906,0.126
0.557,0.0958,0.202
0.798,0.941,0.313
0.552,0.41,0.626
0.612,0.752,0.715
0.419,0.856,0.721
0.866,0.795,0.743
0.26,0.279,0.0526
0.656,0.806,0.354
0.17,0.138,0.0703
0.629,0.645,0.52
0.576,0.687,0.195
0.655,0.426,0.795
0.68,0.717,0.664
0.802,0.845,0.461
0.531,0.549,0.308
0.809,0.562,0.787
0.245,0.0301,0.0377
0.46,0.993,0.362
0.555,0.742,0.352
0.44,0.895,0.451
0.449,0.385,0.179
0.797,0.758,0.88
0.487,0.303,0.478
0.41,0.423,0.594
0.622,0.829,0.752
0.556,0.81,0.407
0.451,0.0337,0.0794
0.876,0.619,0.677
0.743,0.643,0.963
0.425,0.917,0.725
0.646,0.557,0.403
0.756,0.807,0.596
0.371,0.84,0.228
0.759,0.741,0.0622
0.61,0.84,0.657
0.876,0.619,0.677
0.674,0.888,0.686
0.932,0.604,0.749
0.34,0.935,0.289
0.499,0.879,0.946
0.708,0.516,0.505
0.503,0.711,0.206
0.873,0.522,0.535
0.701,0.62,0.963
0.761,0.425,0.879
0.768,0.98,0.871
0.491,0.566,0.184
0.546,0.838,0.831
0.649,0.76,0.654
0.583,0.761,0.709
0.568,0.317,0.761
0.674,0.76,0.645
0.669,0.428,0.682
0.4,0.93,0.452
0.445,0.928,0.37
0.663,0.788,0.616
0.353,0.762,0.169
0.777,0.72,0.864
0.472,0.855,0.167
0.515,0.877,0.414
0.657,0.702,0.373
0.773,0.959,0.979
0.263,0.0346,0.171
0.77,0.951,0.471
0.766,0.191,0.262
0.598,0.402,0.225
0.688,0.684,0.96
0.559,0.719,0.602
0.68,0.468,0.348
0.777,0.72,0.864
0.722,0.519,0.824
0.69,0.376,0.45
0.51,0.549,0.406
0.52,0.94,0.739
0.59,0.635,0.567
0.418,0.91,0.533
0.521,0.354,0.536
0.468,0.983,0.161
0.757,0.895,0.802
0.558,0.983,0.0867
0.355,0.87,0.184
0.353,0.953,0.545
0.596,0.921,0.232
0.592,0.542,0.493
0.498,0.841,0.397
0.711,0.578,0.666
0.721,0.676,0.62
0.934,0.661,0.88
0.742,0.853,0.95
0.385,0.928,0.599
0.423,0.872,0.493
0.905,0.828,0.945
0.732,0.517,0.943
0.443,0.882,0.141
0.635,0.887,0.766
0.86,0.701,0.474
0.632,0.734,0.645
0.629,0.645,0.52
0.872,0.719,0.32
0.374,0.29,0.321
0.45,0.907,0.344
0.619,0.916,0.0599
0.314,0.944,0.467
0.41,0.976,0.204
0.613,0.913,0.641
0.559,0.719,0.602
0.867,0.857,0.402
0.671,0.78,0.748
0.689,0.652,0.702
0.607,0.676,0.247
0.601,0.928,0.625
0.472,0.966,0.197
0.746,0.885,0.961
0.659,0.926,0.278
0.401,0.872,0.642
0.644,0.326,0.407
0.565,0.947,0.587
0.616,0.852,0.592
0.598,0.608,0.812
0.803,0.681,0.107
0.549,0.709,0.756
0.774,0.954,0.449
0.562,0.68,0.224
0.736,0.794,0.827
0.667,0.726,0.196
0.663,0.663,0.919
0.531,0.969,0.545
0.78,0.655,0.424
0.519,0.551,0.141
0.44,0.897,0.467
0.536,0.457,0.499
0.716,0.956,0.604
0.653,0.473,0.622
0.713,0.923,0.81
0.537,0.596,0.109
0.483,0.964,0.359
0.88,0.593,0.718
0.866,0.283,0.691
0.54,0.628,0.493
0.832,0.666,0.81
0.556,0.574,0.29
0.453,0.936,0.0343
0.465,0.98,0.145
0.704,0.844,0.656
0.662,0.0691,0.44
0.598,0.816,0.877
0.454,0.378,0.272
0.731,0.992,0.0393
0.349,0.995,0.223
0.79,0.84,0.0873
0.916,0.595,0.697
0.507,0.316,0.198
0.277,0.0314,0.0495
0.803,0.984,0.852
0.464,0.842,0.957
0.798,0.932,0.255
0.654,0.263,0.632
0.795,0.868,0.452
0.565,0.446,0.266
0.828,0.873,0.975
0.396,0.884,0.485
0.626,0.808,0.846
0.0969,0.315,0.158
0.585,0.107,0.732
0.716,0.524,0.608
0.692,0.903,0.403
0.699,0.459,0.201
0.17,0.0595,0.157
0.623,0.254,0.625
0.741,0.976,0.533
0.677,0.649,0.787
0.616,0.93,0.0903
0.742,0.706,0.478
0.689,0.832,0.896
0.423,0.183,0.142
0.825,0.526,0.679
0.803,0.356,0.739
0.615,0.721,0.594
0.706,0.748,0.693
0.541,0.906,0.42
0.554,0.808,0.337
0.805,0.791,0.885
0.633,0.572,0.783
0.812,0.71,0.488
0.785,0.555,0.409
0.783,0.9,0.346
0.105,0.951,0.00812
0.423,0.945,0.155
0.736,0.759,0.485
0.727,0.9,0.574
0.467,0.986,0.4
0.648,0.287,0.213
0.408,0.302,0.283
0.757,0.656,0.198
0.39,0.255,0.179
0.406,0.727,0.227
0.615,0.83,0.632
0.626,0.808,0.846
0.722,0.698,0.818
0.729,0.955,0.896
0.245,0.678,0.288
0.533,0.941,0.248
0.403,0.445,0.172
0.645,0.938,0.558
0.356,0.474,0.094
0.783,0.9,0.346
0.492,0.145,0.218
0.309,0.129,0.208
0.572,0.983,0.552
0.614,0.977,0.506
0.554,0.696,0.446
0.798,0.932,0.255
0.623,0.941,0.934
0.783,0.9,0.346
0.567,0.481,0.233
0.875,0.934,0.848
0.458,0.0743,0.232
0.741,0.825,0.319
0.556,0.653,0.401
0.594,0.495,0.586
0.705,0.784,0.418
0.379,0.11,0.1
0.374,0.082,0.037
0.825,0.526,0.679
0.772,0.615,0.704
0.771,0.904,0.939
0.508,0.88,0.337
0.413,0.982,0.48
0.615,0.614,0.517
0.682,0.344,0.0822
0.316,0.509,0.17
0.562,0.991,0.138
0.537,0.89,0.597
0.7,0.804,0.546
0.469,0.67,0.158
0.591,0.675,0.473
